"expgender","exprace","age","sex","lab_or_online","gambfalgroup","gambfalDV","anch1group","anchoring1","anch2group","anchoring2","anch3group","anchoring3","anch4group","anchoring4"
"","",21,"m",1,"three_sixes",1.4142135623731,"low",2485.48,"low",NA,"low",27558.72,"low",NA
"","",21,"m",1,"three_sixes",NA,"high",5592.33,"high",1500000,"low",26246.4,"low",2000
"","",19,"m",1,"three_sixes",2.82842712474619,"high",4970.96,"high",3e+06,"low",29028.5184,"high",38000
"","",21,"m",1,"two_sixes",4.47213595499958,"high",5592.33,"low",NA,"low",NA,"low",200
"","",21,"m",1,"two_sixes",3.16227766016838,"high",2563.15125,"low",2700000,"low",29028.5184,"low",11000
"","",46,"f",1,"two_sixes",1.73205080756888,"low",NA,"low",NA,"high",28871.04,"low",1500
"","",20,"f",1,"three_sixes",0,"high",3106.85,"low",3e+06,"high",27886.8,"low",1000
"","",48,"f",1,"two_sixes",1,"low",NA,"low",4e+06,"high",28903.848,"high",45000
"","",22,"f",1,"two_sixes",4.47213595499958,"high",3728.22,"high",2e+06,"high",28542.96,"high",35000
"","",21,"f",1,"three_sixes",2.44948974278318,"low",1595.05679,"low",250000,"low",4855.584,"low",230
"female","2",18,"f",0,"two_sixes",2.23606797749979,"high",2000,"low",450000,"high",36000,"low",700
"female","2",19,"m",0,"three_sixes",2.23606797749979,"low",1506,"high",4500000,"low",2009,"low",104
"female","2",18,"f",0,"two_sixes",15.0332963783729,"low",3000,"high",5e+05,"low",3500,"low",NA
"female","2",17,"f",0,"two_sixes",1.73205080756888,"low",2000,"low",3e+05,"low",2500,"high",35000
"female","2",18,"m",0,"two_sixes",10.3923048454133,"low",NA,"low",NA,"low",NA,"high",25000
"female","2",18,"f",0,"three_sixes",1.4142135623731,"low",3000,"low",850000,"high",32000,"low",750
"female","2",21,"m",0,"three_sixes",2.64575131106459,"low",NA,"low",3e+05,"high",10000,"low",5000
"female","2",20,"f",0,"two_sixes",10,"high",3500,"high",4500000,"low",20000,"high",25000
"female","2",18,"f",0,"two_sixes",1.4142135623731,"high",5559,"low",210000,"high",45300,"high",49000
"female","2",18,"f",0,"two_sixes",7.07106781186548,"low",3000,"low",NA,"high",15000,"low",5000
"female","2",19,"m",0,"three_sixes",2,"high",5000,"low",1e+06,"high",35000,"low",1000
"female","2",19,"m",0,"three_sixes",6,"high",3000,"high",3500000,"low",15500,"low",1000
"female","2",18,"f",0,"two_sixes",1.73205080756888,"high",4500,"high",2500000,"high",38000,"low",10000
"female","2",22,"f",0,"two_sixes",3.16227766016838,"low",3500,"high",3500000,"low",3000,"high",40000
"female","2",19,"m",0,"two_sixes",3.16227766016838,"low",2800,"high",3500000,"high",37000,"low",1500
"female","2",18,"f",0,"three_sixes",NA,"high",5500,"high",2e+06,"low",2100,"high",35000
"female","2",18,"f",0,"three_sixes",2.23606797749979,"high",2000,"high",3e+06,"high",34000,"high",25000
"female","2",18,"f",0,"two_sixes",4.47213595499958,"high",4000,"low",1e+06,"low",10000,"high",5000
"female","2",18,"f",0,"two_sixes",10.9544511501033,"low",2400,"low",1e+06,"low",5000,"low",150
"female","2",18,"f",0,"three_sixes",0,"high",3000,"high",3e+06,"high",30000,"low",1500
"female","2",18,"f",0,"three_sixes",3.16227766016838,"high",5000,"high",2e+06,"low",7000,"high",25000
"female","2",19,"f",0,"three_sixes",0,"low",1780,"high",2e+06,"low",NA,"low",139
"female","2",18,"m",0,"two_sixes",6,"high",5700,"high",4100000,"low",5000,"high",30000
"female","2",18,"m",0,"three_sixes",0,"low",2000,"high",3e+06,"low",20000,"high",25000
"female","2",18,"f",0,"three_sixes",2,"low",2100,"low",350000,"high",38000,"low",550
"female","2",19,"f",0,"three_sixes",2.44948974278318,"high",4500,"low",8e+05,"high",44000,"low",250
"female","2",19,"f",0,"two_sixes",5.74456264653803,"low",3000,"low",5e+05,"high",36000,"low",5000
"female","2",21,"f",0,"two_sixes",2.23606797749979,"low",5000,"low",1e+06,"low",5000,"low",1000
"female","2",18,"f",0,"two_sixes",4.24264068711928,"low",3000,"low",2e+06,"high",5000,"high",20000
"female","2",21,"f",0,"three_sixes",0,"low",3200,"low",3e+05,"low",15000,"high",35000
"female","2",18,"f",0,"three_sixes",1.73205080756888,"low",2100,"high",2e+06,"low",2250,"high",35000
"female","2",18,"f",0,"two_sixes",5,"low",2000,"low",4e+05,"low",6000,"high",30000
"female","2",18,"f",0,"two_sixes",1.4142135623731,"high",2500,"low",1e+06,"high",25500,"low",700
"female","2",18,"f",0,"two_sixes",4.47213595499958,"high",3000,"low",5e+05,"low",NA,"low",NA
"female","2",18,"m",0,"three_sixes",NA,"low",2500,"low",NA,"high",40000,"low",700
"female","2",18,"f",0,"two_sixes",3.16227766016838,"high",5500,"high",2e+06,"low",3000,"low",250
"female","2",22,"m",0,"three_sixes",0,"low",4000,"high",4e+06,"high",45000,"low",200
"female","2",18,"m",0,"three_sixes",1.4142135623731,"high",5500,"low",6e+05,"low",11000,"high",42369
"female","2",18,"m",0,"two_sixes",14,"high",2000,"high",3500000,"high",30000,"low",1500
"female","2",18,"m",0,"two_sixes",10,"low",3000,"high",3e+06,"low",20000,"low",1000
"female","2",26,"m",0,"two_sixes",1,"high",5500,"low",207000,"high",42000,"low",175
"male","6",18,"f",0,"two_sixes",17.7763888346312,"high",2000,"low",4e+05,"low",15000,"low",1000
"male","6",18,"f",0,"three_sixes",2,"low",2600,"high",2500000,"low",3000,"high",37000
"male","6",19,"f",0,"three_sixes",6,"high",3500,"high",4e+06,"low",25000,"low",1000
"male","6",18,"m",0,"three_sixes",0,"low",3000,"high",4e+06,"low",22000,"low",5000
"male","6",18,"f",0,"two_sixes",3.16227766016838,"low",1800,"low",8e+05,"low",27000,"low",300
"male","6",18,"f",0,"two_sixes",1.73205080756888,"high",4000,"high",1e+06,"low",10000,"low",3000
"male","6",18,"f",0,"three_sixes",3.16227766016838,"high",4500,"low",1e+06,"high",40000,"high",25000
"male","6",18,"m",0,"two_sixes",10,"low",3000,"high",4e+06,"low",2500,"high",30000
"male","6",19,"m",0,"three_sixes",0,"high",5900,"high",5e+05,"low",20000,"high",25000
"male","6",20,"f",0,"three_sixes",1.73205080756888,"low",3000,"high",3e+06,"high",36000,"high",20000
"male","6",19,"f",0,"two_sixes",2,"high",4000,"high",2e+06,"low",NA,"low",10000
"male","6",20,"m",0,"three_sixes",NA,"low",3200,"low",560000,"low",28000,"low",1100
"male","6",21,"f",0,"two_sixes",10,"low",5000,"low",NA,"high",35000,"low",4000
"male","6",22,"f",0,"three_sixes",2.23606797749979,"low",5000,"low",7e+05,"high",30000,"low",1000
"male","6",20,"f",0,"two_sixes",1,"low",4000,"high",4e+06,"low",3000,"low",2000
"male","6",19,"f",0,"three_sixes",NA,"low",3000,"high",2e+06,"low",6000,"low",NA
"male","6",18,"f",0,"three_sixes",0,"high",4000,"low",6e+05,"high",44844,"high",20000
"male","6",18,"f",0,"two_sixes",2.82842712474619,"high",5256,"high",4689343,"low",2731,"high",37598
"male","6",18,"f",0,"three_sixes",3.16227766016838,"low",2400,"high",4500000,"high",43000,"low",3200
"male","6",18,"f",0,"three_sixes",1.73205080756888,"high",3000,"low",1200000,"low",7000,"low",NA
"male","6",20,"m",0,"three_sixes",0,"high",3000,"low",1e+06,"high",40000,"low",20000
"male","6",19,"m",0,"three_sixes",0,"low",4000,"low",3e+05,"low",5000,"low",10000
"male","6",18,"f",0,"two_sixes",2.64575131106459,"high",5820,"high",4800000,"high",32000,"low",2001
"male","6",18,"f",0,"three_sixes",0,"high",3000,"high",5e+05,"low",5600,"low",10000
"male","6",18,"f",0,"two_sixes",1.73205080756888,"high",4000,"low",210000,"high",45235,"high",40000
"male","6",24,"f",0,"three_sixes",0,"low",NA,"low",NA,"low",NA,"low",5000
"male","6",18,"f",0,"three_sixes",2.64575131106459,"low",2600,"low",4e+06,"high",29000,"high",10000
"male","6",18,"f",0,"two_sixes",10.3923048454133,"high",4000,"high",3e+06,"high",30000,"low",NA
"male","6",21,"m",0,"three_sixes",2.23606797749979,"low",NA,"high",2500000,"high",12500,"high",20000
"male","6",20,"m",0,"three_sixes",0,"high",3000,"high",2e+06,"low",15000,"low",10000
"male","6",18,"f",0,"two_sixes",2.82842712474619,"high",4600,"high",4500000,"high",41093,"high",37000
"male","6",18,"f",0,"two_sixes",3.16227766016838,"low",3000,"high",1e+06,"low",5000,"high",10000
"male","6",20,"m",0,"two_sixes",4.47213595499958,"low",3000,"high",2500000,"high",20000,"low",NA
"male","6",18,"f",0,"three_sixes",2.44948974278318,"low",5000,"low",4e+05,"low",31000,"low",1200
"male","6",18,"f",0,"three_sixes",2,"low",3600,"low",5e+05,"high",35000,"high",20000
"male","6",18,"f",0,"three_sixes",2.23606797749979,"high",1900,"low",7e+05,"low",11000,"high",30000
"male","6",20,"f",0,"two_sixes",3.46410161513775,"high",4500,"high",4200000,"low",12000,"high",35000
"male","6",18,"m",0,"two_sixes",3.16227766016838,"low",2000,"low",NA,"low",20000,"low",1000
"male","6",20,"f",0,"two_sixes",2.82842712474619,"low",3200,"high",2200000,"low",7800,"high",35000
"male","6",20,"f",0,"three_sixes",2.23606797749979,"low",5000,"high",3e+06,"high",20000,"high",25000
"female","6",18,"f",0,"three_sixes",2.23606797749979,"high",4500,"high",3e+06,"high",35000,"low",600
"male","2",19,"m",0,"three_sixes",3.16227766016838,"low",NA,"low",NA,"low",NA,"low",NA
"female","5",49,"f",0,"three_sixes",4.24264068711928,"high",1700,"low",NA,"low",4000,"high",49000
"female","5",18,"f",0,"two_sixes",4.47213595499958,"low",NA,"low",2e+06,"high",45000,"low",20000
"male","6",33,"m",0,"three_sixes",0,"low",2500,"high",4600000,"low",NA,"high",49278
"female","8",18,"f",0,"two_sixes",4.24264068711928,"high",4800,"high",3500000,"low",16000,"low",350
"female","6",18,"f",0,"two_sixes",2.23606797749979,"high",3800,"high",4890000,"high",3500,"low",250
"female","6",18,"f",0,"two_sixes",5.47722557505166,"low",3000,"high",1e+06,"high",35000,"low",5000
"male","6",18,"m",0,"two_sixes",3.46410161513775,"high",5729,"low",5e+05,"low",5000,"low",300
"male","6",18,"m",0,"two_sixes",1.73205080756888,"high",2284,"low",650000,"high",38600,"high",21000
"female","5",18,"f",0,"three_sixes",1.73205080756888,"low",3000,"high",3e+05,"low",NA,"low",500
"male","5",22,"f",0,"two_sixes",5.47722557505166,"high",4500,"high",2500000,"high",35000,"high",40000
"male","5",22,"f",0,"three_sixes",1.73205080756888,"low",1550,"low",200050,"high",45499,"high",49000
"male","5",26,"f",0,"two_sixes",1.73205080756888,"low",4500,"low",3e+05,"high",40000,"high",28000
"male","5",20,"f",0,"three_sixes",3.16227766016838,"low",NA,"high",3e+06,"high",35000,"low",NA
"male","5",18,"f",0,"two_sixes",5.19615242270663,"low",3000,"high",1650320,"high",39000,"high",25000
"male","5",18,"f",0,"three_sixes",3.16227766016838,"high",5300,"low",8e+05,"high",30000,"high",30500
"male","5",21,"m",0,"two_sixes",6,"low",NA,"high",4800000,"high",45450,"low",1000
"male","5",18,"f",0,"three_sixes",1.4142135623731,"low",3000,"high",5e+05,"high",37000,"high",25000
"male","5",22,"f",0,"two_sixes",2,"high",4500,"high",2e+06,"low",4000,"high",20000
"male","5",18,"f",0,"three_sixes",2.23606797749979,"high",3500,"high",1500000,"low",8500,"high",7500
"male","5",21,"m",0,"three_sixes",2,"low",3000,"low",1e+06,"low",5000,"high",35000
"male","5",20,"m",0,"three_sixes",10,"high",4528,"high",4634728,"high",38000,"high",42000
"male","5",21,"m",0,"three_sixes",1.73205080756888,"high",3800,"high",3e+06,"low",5125,"high",10000
"male","5",19,"f",0,"two_sixes",1.4142135623731,"low",NA,"high",3500000,"low",5000,"low",NA
"male","5",19,"f",0,"two_sixes",4.24264068711928,"high",5500,"low",1e+06,"high",40000,"high",35000
"male","5",21,"f",0,"two_sixes",1.73205080756888,"high",4500,"low",350000,"low",5000,"high",30000
"male","5",19,"f",0,"three_sixes",1.4142135623731,"high",5500,"high",4900000,"low",5000,"high",49000
"male","5",21,"m",0,"three_sixes",0,"low",3500,"high",3e+06,"low",5400,"high",49000
"male","5",20,"f",0,"three_sixes",1.73205080756888,"low",NA,"low",5e+05,"low",4300,"high",20000
"male","5",20,"f",0,"three_sixes",1.4142135623731,"high",5200,"low",4e+05,"high",42000,"low",125
"male","5",18,"f",0,"three_sixes",0,"high",4500,"high",1e+06,"high",40000,"low",500
"male","5",19,"f",0,"two_sixes",3.16227766016838,"high",4500,"high",4800000,"high",41200,"high",45000
"male","5",18,"f",0,"three_sixes",1.4142135623731,"high",4500,"low",200050,"low",2500,"high",49000
"female","2",18,".",0,"three_sixes",3.16227766016838,"low",2000,"high",4e+05,"high",40000,"high",4000
"male","5",18,"f",0,"two_sixes",5.47722557505166,"low",3000,"low",200500,"low",5000,"low",1000
"male","5",21,"f",0,"two_sixes",2.44948974278318,"high",2236,"high",602123,"high",23258,"high",40000
"male","6",18,"f",0,"two_sixes",2,"high",3000,"high",4500000,"low",2800,"low",NA
"male","6",20,"m",0,"three_sixes",2.23606797749979,"low",2200,"low",4e+05,"high",43000,"low",1000
"male","6",18,"f",0,"two_sixes",1.73205080756888,"low",2500,"low",1e+06,"low",7000,"low",1000
"male","5",18,"f",0,"three_sixes",0,"low",2700,"low",8e+05,"low",3500,"high",30000
"male","5",23,"f",0,"two_sixes",6,"low",NA,"low",3e+05,"high",35500,"high",25000
"male","5",18,"f",0,"three_sixes",10.3923048454133,"low",NA,"low",580000,"low",2875,"high",30000
"male","5",18,"f",0,"two_sixes",2.23606797749979,"low",NA,"high",2e+06,"low",4000,"high",5000
"male","5",26,"m",0,"three_sixes",1.4142135623731,"low",4000,"low",350000,"high",40000,"high",10000
"male","5",19,"f",0,"two_sixes",4.47213595499958,"low",2500,"low",210000,"high",32520,"low",250
"male","5",18,"f",0,"three_sixes",1,"low",NA,"low",8e+05,"low",5000,"low",300
"male","5",18,"f",0,"two_sixes",3.46410161513775,"high",5200,"low",350000,"high",40000,"high",40000
"male","5",18,"f",0,"two_sixes",3.16227766016838,"low",2500,"low",5e+05,"high",35000,"low",250
"male","5",18,"f",0,"two_sixes",4.24264068711928,"high",4000,"low",7e+05,"high",45000,"high",25000
"male","5",18,"f",0,"three_sixes",1.4142135623731,"low",2500,"low",1e+06,"low",5000,"low",NA
"male","6",18,"f",0,"two_sixes",1.4142135623731,"high",4500,"low",4e+06,"low",10000,"low",NA
"male","6",18,"m",0,"three_sixes",2,"high",4500,"high",4500000,"low",2800,"low",1000
"male","6",21,"m",0,"three_sixes",1,"high",5000,"low",4e+05,"low",NA,"low",200
"male","6",18,"f",0,"three_sixes",0,"low",2000,"high",4500000,"high",43000,"high",25000
"male","6",19,"m",0,"two_sixes",5.47722557505166,"low",NA,"low",NA,"low",NA,"low",NA
"male","5",18,"f",0,"two_sixes",4.47213595499958,"high",5000,"low",4e+05,"high",40000,"high",40000
"male","5",18,"f",0,"three_sixes",0,"high",5500,"high",2e+06,"high",42000,"high",10000
"male","5",18,"f",0,"two_sixes",6,"high",4500,"low",3e+05,"low",5000,"low",500
"male","5",19,"m",0,"two_sixes",5.19615242270663,"low",3000,"high",3900000,"low",3200,"high",35000
"male","5",20,"f",0,"two_sixes",6,"low",NA,"low",7e+05,"low",3500,"high",20000
"male","5",18,"f",0,"three_sixes",1.73205080756888,"low",3000,"low",NA,"high",45498,"low",300
"male","5",18,"f",0,"three_sixes",2.64575131106459,"high",5000,"low",200500,"low",3000,"high",45000
"male","5",31,"f",0,"two_sixes",7.74596669241483,"high",3000,"high",4500000,"low",3000,"low",250
"male","5",18,"f",0,"three_sixes",2,"low",2000,"low",NA,"low",2541,"low",500
"male","6",18,"f",0,"two_sixes",4.47213595499958,"high",3000,"high",2500000,"low",2400,"high",3000
"male","6",18,"f",0,"two_sixes",1.4142135623731,"low",3000,"high",2e+06,"high",30000,"low",NA
"male","6",18,"f",0,"three_sixes",1.73205080756888,"low",3000,"low",250000,"high",30000,"high",20000
"male","6",18,"f",0,"two_sixes",2.23606797749979,"low",2650,"low",350000,"low",5000,"low",175
"male","6",22,"f",0,"three_sixes",1.4142135623731,"high",5000,"low",5e+05,"high",30000,"high",30000
"male","6",19,"f",0,"three_sixes",1,"high",3000,"high",1e+06,"high",40000,"high",20000
"male","6",18,"m",0,"three_sixes",1.4142135623731,"low",2000,"high",3e+06,"high",30000,"low",10000
"male","6",18,"f",0,"two_sixes",1,"low",NA,"high",2e+06,"low",3500,"high",1000
"male","6",19,"f",0,"two_sixes",5.47722557505166,"high",4500,"low",350000,"low",2800,"low",400
"male","6",18,"f",0,"two_sixes",1,"high",1780,"high",4659076,"high",45499,"high",30026
"male","6",18,"f",0,"two_sixes",3.16227766016838,"low",3000,"low",750000,"low",NA,"low",25000
"male","6",18,"f",0,"two_sixes",2.23606797749979,"low",NA,"high",420000,"low",NA,"high",40000
"male","6",18,"f",0,"three_sixes",3.16227766016838,"low",NA,"high",4500000,"low",15000,"low",750
"male","6",18,"f",0,"two_sixes",3.16227766016838,"low",5000,"low",NA,"low",3546,"low",125
"male","6",18,"f",0,"two_sixes",2.44948974278318,"high",3000,"high",3500000,"low",6000,"low",NA
"male","6",19,"m",0,"two_sixes",2.23606797749979,"low",3500,"high",2e+06,"low",3000,"high",45000
"male","5",43,"m",0,"three_sixes",2,"high",2800,"low",NA,"low",14000,"low",NA
"male","5",18,"f",0,"two_sixes",4.47213595499958,"low",3000,"low",5e+05,"low",NA,"high",40000
"male","5",37,"m",0,"two_sixes",2.23606797749979,"high",3000,"high",4800000,"low",32000,"low",3000
"male","5",18,"m",0,"three_sixes",3,"high",3500,"low",350000,"high",18760,"low",3000
"male","5",18,"f",0,"two_sixes",5.47722557505166,"high",5579,"low",200500,"low",2541,"low",170
"male","5",19,"f",0,"three_sixes",NA,"high",5200,"high",3500000,"low",2400,"low",300
"male","6",20,"f",0,"two_sixes",4.47213595499958,"low",3500,"high",3500000,"high",43000,"high",45000
"male","6",18,"f",0,"three_sixes",1.4142135623731,"low",3000,"low",3e+05,"high",30000,"high",15000
"male","6",28,"m",0,"three_sixes",1,"low",1700,"high",5e+05,"high",15000,"low",300
"male","5",18,"f",0,"three_sixes",4.47213595499958,"high",3000,"low",4e+05,"low",15000,"low",350
"male","5",18,"f",0,"two_sixes",3.16227766016838,"low",2500,"low",425000,"high",36000,"low",5000
"male","5",20,"f",0,"two_sixes",2.23606797749979,"low",5000,"high",1000900,"high",40000,"low",500
"male","5",18,"f",0,"two_sixes",1.73205080756888,"low",NA,"low",4e+05,"high",30000,"high",10000
"male","5",22,"f",0,"three_sixes",2,"low",3500,"low",NA,"low",2500,"low",NA
"male","5",27,"m",0,"three_sixes",NA,"high",5000,"low",2e+06,"low",6000,"high",5000
"male","5",24,"f",0,"three_sixes",2.82842712474619,"high",5500,"high",8e+05,"low",3000,"low",500
"male","5",19,"f",0,"two_sixes",2.23606797749979,"low",NA,"high",4e+06,"low",4000,"low",3000
"male","5",18,"f",0,"three_sixes",2.23606797749979,"high",4500,"low",650000,"low",3000,"low",500
"male","5",19,"m",0,"three_sixes",1.4142135623731,"low",3000,"low",650000,"low",2500,"low",1000
"male","5",18,"f",0,"three_sixes",1.4142135623731,"low",1739,"high",4e+06,"high",35899,"high",30000
"male","5",20,"m",0,"two_sixes",4.24264068711928,"high",5000,"low",6e+05,"high",40000,"high",40000
"male","5",18,"f",0,"three_sixes",3.16227766016838,"low",4000,"high",3e+06,"low",10000,"low",170
"male","5",19,"m",0,"three_sixes",1.73205080756888,"high",3900,"high",3e+06,"high",35000,"high",30000
"male","5",18,"f",0,"three_sixes",2.23606797749979,"high",2000,"high",3e+06,"high",25000,"high",10000
"male","5",20,"f",0,"two_sixes",1,"high",5250,"low",350000,"high",39200,"low",115
"male","6",22,"f",0,"three_sixes",2,"low",2600,"low",7e+05,"low",6000,"low",500
"male","6",18,"m",0,"two_sixes",1.4142135623731,"high",4500,"low",1e+06,"low",3000,"high",40000
"female","6",18,"f",0,"two_sixes",1.73205080756888,"low",4000,"low",6e+05,"high",35000,"low",1500
"female","6",20,"m",0,"two_sixes",10,"high",4500,"high",3500000,"low",NA,"high",45000
"female","6",45,"f",0,"three_sixes",1,"low",3000,"high",3e+06,"low",5000,"high",30000
"female","6",22,"f",0,"three_sixes",3.16227766016838,"low",NA,"high",3e+06,"low",5000,"low",200
"male","5",21,"f",0,"two_sixes",3.16227766016838,"high",5100,"high",2e+06,"low",30000,"high",5000
"female","6",21,"f",0,"two_sixes",1.73205080756888,"low",3000,"low",3e+05,"high",40000,"high",25000
"male","5",18,"f",0,"two_sixes",6.32455532033676,"low",5000,"low",1e+06,"high",34000,"high",30000
"male","5",18,"f",0,"three_sixes",1.4142135623731,"low",1700,"low",350000,"high",42000,"high",40000
"male","5",19,"m",0,"three_sixes",1.4142135623731,"high",4500,"high",4e+06,"high",15000,"high",40000
"female","6",17,"f",0,"three_sixes",2.64575131106459,"low",1800,"high",3e+06,"low",10000,"high",20000
"male","5",21,"m",0,"three_sixes",3.16227766016838,"high",5000,"low",1e+06,"high",25000,"low",NA
"male","5",23,"m",0,"three_sixes",2.23606797749979,"high",4000,"high",2500000,"high",40000,"low",200
"male","5",21,"m",0,"two_sixes",3.46410161513775,"low",3500,"high",4500000,"low",7500,"low",8000
"male","5",20,"f",0,"two_sixes",1.73205080756888,"high",4000,"high",3500000,"high",45000,"low",5000
"male","5",19,"f",0,"three_sixes",1.4142135623731,"low",2500,"high",4395000,"high",44470,"low",102
"male","5",21,"f",0,"two_sixes",2.23606797749979,"low",2500,"low",NA,"low",3000,"high",40000
"male","5",20,"f",0,"two_sixes",10,"low",3200,"low",650000,"high",32000,"high",20000
"male","5",23,"f",0,"three_sixes",2.82842712474619,"high",2000,"high",3e+06,"low",NA,"high",25000
"male","5",21,"f",0,"three_sixes",2,"low",NA,"low",6e+05,"low",10000,"high",30000
"male","5",23,"m",0,"three_sixes",0,"high",4500,"low",2e+06,"high",7222,"low",NA
"male","5",19,"f",0,"two_sixes",1.73205080756888,"high",5900,"high",3e+06,"low",10000,"high",36000
"male","5",20,"f",0,"three_sixes",1.73205080756888,"low",NA,"low",NA,"high",41000,"low",NA
"male","5",20,"f",0,"three_sixes",2.64575131106459,"high",4500,"high",3876000,"low",2650,"low",200
"male","5",19,"f",0,"three_sixes",2.23606797749979,"high",3000,"low",6e+05,"low",29000,"high",40000
"male","5",23,"m",0,"three_sixes",1.4142135623731,"high",3000,"low",5e+05,"low",6000,"low",500
"male","5",19,"f",0,"three_sixes",3,"low",3600,"low",8e+05,"low",6000,"low",640
"male","5",22,"f",0,"three_sixes",0,"high",3000,"high",4e+06,"high",45000,"low",1000
"male","5",19,"f",0,"three_sixes",1,"high",5500,"high",2500000,"high",40500,"low",150
"male","5",21,"f",0,"two_sixes",1.73205080756888,"high",5800,"low",250000,"low",4000,"high",40000
"male","5",19,"f",0,"three_sixes",2.23606797749979,"high",5995,"low",2400000,"high",45000,"low",10000
"male","5",18,"f",0,"two_sixes",10,"low",1700,"high",3e+06,"high",40000,"high",20000
"male","5",19,"f",0,"three_sixes",1.73205080756888,"low",3000,"high",3500000,"low",4500,"low",1200
"male","5",17,"f",0,"three_sixes",1.73205080756888,"high",4000,"high",5e+05,"low",6000,"high",25000
"male","5",18,"f",0,"three_sixes",NA,"high",3000,"low",3e+06,"high",12000,"low",10000
"male","5",22,"f",0,"two_sixes",2.44948974278318,"high",5500,"low",5e+05,"high",40000,"low",10000
"male","5",20,"f",0,"three_sixes",1,"high",3000,"high",3480000,"low",NA,"high",25000
"male","5",21,"f",0,"three_sixes",2.23606797749979,"low",5567,"low",556764,"low",3860,"high",30500
"male","5",19,"m",0,"two_sixes",3.87298334620742,"low",2500,"low",260000,"low",5600,"high",35000
"male","5",19,"f",0,"two_sixes",1.73205080756888,"low",3000,"high",4500000,"high",42000,"low",200
"male","5",21,"f",0,"two_sixes",3.16227766016838,"low",3000,"high",2500000,"high",38000,"low",5000
"male","5",22,"m",0,"two_sixes",7.07106781186548,"high",3500,"low",NA,"low",12000,"high",30000
"male","5",24,"f",0,"two_sixes",8.18535277187245,"high",2500,"low",4e+06,"high",41000,"high",38000
"male","5",23,"f",0,"three_sixes",1,"high",3500,"high",2e+06,"low",3680,"low",110
"male","5",43,"f",0,"two_sixes",4.47213595499958,"high",4500,"low",8e+05,"high",45000,"low",NA
"male","5",19,"m",0,"two_sixes",7.07106781186548,"high",5000,"low",2800000,"low",13500,"low",116
"male","5",21,"m",0,"two_sixes",8.66025403784439,"low",1909,"high",3500000,"high",35000,"low",300
"male","5",19,"f",0,"two_sixes",1.4142135623731,"low",NA,"high",8e+05,"high",45000,"low",500
"male","5",19,"f",0,"two_sixes",5.29150262212918,"high",4500,"high",3850459,"high",44995,"low",15000
"male","5",21,"m",0,"two_sixes",9.48683298050514,"low",5000,"low",NA,"high",45000,"low",333
"male","5",20,"f",0,"three_sixes",6.70820393249937,"low",3000,"low",NA,"low",3000,"low",200
"male","5",19,"f",0,"three_sixes",1.73205080756888,"low",3000,"low",1200000,"high",40000,"low",5000
"male","5",19,"f",0,"two_sixes",3.16227766016838,"high",4800,"low",6e+05,"low",40000,"high",28000
"male","5",22,"f",0,"two_sixes",2.44948974278318,"high",4500,"low",6e+05,"high",40000,"low",200
"male","5",20,"f",0,"two_sixes",4.47213595499958,"high",5739,"high",3e+06,"low",20000,"high",38000
"male","5",19,"f",0,"three_sixes",14.142135623731,"high",4500,"low",350000,"low",4000,"high",25000
"male","5",19,"f",0,"three_sixes",2,"high",3000,"low",950000,"high",45000,"high",25000
"male","5",18,"f",0,"two_sixes",3.87298334620742,"low",3000,"low",NA,"low",25000,"low",NA
"male","5",20,"m",0,"three_sixes",2.23606797749979,"low",3000,"low",NA,"low",33000,"high",5000
"male","5",18,"f",0,"two_sixes",2.23606797749979,"high",5000,"high",4800000,"high",4500,"low",2400
"male","5",20,"f",0,"two_sixes",1.4142135623731,"low",NA,"low",4e+05,"high",39000,"low",1700
"male","5",20,"f",0,"three_sixes",2.44948974278318,"low",3000,"low",5e+05,"high",40000,"high",30000
"male","5",19,"f",0,"three_sixes",0,"high",4500,"high",4700000,"low",7000,"high",20000
"male","5",20,"m",0,"three_sixes",3,"high",5200,"low",1400000,"low",3500,"low",700
"male","5",20,"f",0,"three_sixes",1.73205080756888,"high",5000,"low",250000,"low",NA,"high",10000
"male","5",19,"f",0,"two_sixes",3.87298334620742,"low",1700,"low",350000,"high",43000,"high",33000
"male","5",19,"f",0,"two_sixes",3.46410161513775,"low",NA,"low",1e+06,"high",20000,"high",30000
"male","5",20,"f",0,"three_sixes",0,"high",4000,"high",3e+05,"high",42000,"low",5000
"male","5",19,"f",0,"two_sixes",1,"low",3000,"low",8e+05,"high",42000,"low",3000
"male","5",18,"f",0,"three_sixes",3.16227766016838,"high",4000,"high",3e+06,"low",3000,"high",10000
"male","5",22,"f",0,"three_sixes",NA,"high",5000,"low",3e+06,"high",43000,"low",400
"male","5",20,"m",0,"two_sixes",2.44948974278318,"low",2000,"low",1e+06,"low",2222,"low",1500
"male","5",20,"f",0,"three_sixes",1.73205080756888,"low",1780,"low",260000,"low",2448,"high",35000
"male","5",19,"f",0,"three_sixes",2,"low",5000,"low",7e+05,"low",4000,"high",20000
"male","5",19,"f",0,"three_sixes",3.16227766016838,"high",4000,"high",3500000,"low",12000,"low",700
"male","5",21,"f",0,"three_sixes",2,"high",5300,"low",1e+06,"low",5000,"low",NA
"male","5",20,"f",0,"three_sixes",0,"high",4500,"low",250000,"low",10000,"low",2000
"male","5",19,"f",0,"two_sixes",10,"low",NA,"low",1e+06,"low",2933,"high",20000
