"expgender","exprace","numparticipants","age","sex","lab_or_online","us_or_international","gambfalgroup","gambfalDV","anch1group","anchoring1","anch2group","anchoring2","anch3group","anchoring3","anch4group","anchoring4","gainlossgroup","gainlossDV","sunkcosta","sunkcostb","reciprocityothera","reciprocityothera.1","reciprocityusa","reciprocityusb","sunkgroup","sunkDV","gainlossgroup.1","gainlossDV.1","quoteGroup","quote","ContactGroup","Imagineddv","IATexpmath","IATexpart","IATexp.overall","d_art"
"female","6","2",23,"m",0,1,1,1,0,2485.48,0,NA,0,29346.756,0,101,1,1,9,NA,2,2,2,NA,0,9,1,1,0,9,0,6,4,4,4,0.165628694223118
"female","6","2",20,"m",0,1,1,2.23606797749979,0,2485.48,0,NA,0,14763.6,1,10000,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,9,0,4.5,4.33333333333333,5.83333333333333,4.75,0.564869548011552
"female","6","4",20,"m",0,1,0,4.47213595499958,0,1553.425,1,4500000,0,27558.72,1,22000,1,2,NA,9,1,1,1,NA,1,9,1,2,0,7,1,4.75,5.66666666666667,5,3.66666666666667,-0.600881680838707
"female","6","4",20,"f",0,1,0,1.4142135623731,1,3106.85,1,3e+06,1,41633.352,1,40000,0,2,NA,9,NA,NA,NA,2,1,9,0,2,1,1,0,6.75,5,3.66666666666667,3.33333333333333,0.317703189664939
"female","6","4",20,"f",0,1,0,1.4142135623731,0,NA,1,4450000,0,NA,0,NA,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,2,0,2.25,2,5.83333333333333,5.91666666666667,0.138359369286009
"female","6","4",19,"f",0,1,0,1.73205080756888,0,1864.11,1,4450000,0,8202,0,NA,0,1,9,NA,1,1,1,NA,0,9,0,1,0,5,1,5.5,2.66666666666667,5.16666666666667,5.25,0.351684385045048
"female","6","4",22,"f",0,1,1,2.23606797749979,0,NA,0,NA,0,3936.96,1,48000,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,9,0,5,4.83333333333333,4.83333333333333,4,0.537757345053451
"female","6","4",23,"f",0,1,0,1.73205080756888,0,NA,0,268000,0,NA,0,NA,1,2,9,NA,NA,NA,NA,2,0,9,1,2,0,5,1,3.25,3.5,6,5.25,-0.209785802887476
"female","6","3",17,"f",0,1,1,2.44948974278318,0,NA,0,3e+05,0,NA,0,110,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,9,1,1.5,6,6.83333333333333,4.41666666666667,0.355868430515827
"female","6","3",19,"f",0,1,0,1.73205080756888,0,1629.85351,1,4400123,0,NA,0,105,1,2,NA,9,1,1,1,NA,1,9,1,2,0,6,0,4.5,5.66666666666667,6.83333333333333,4.58333333333333,0.619083393578989
"female","6","3",19,"f",0,1,1,1,0,1864.11,0,8e+05,0,8202,0,NA,1,2,9,NA,2,2,2,NA,0,9,1,2,0,9,1,8,6,2.8,2.36363636363636,-0.341352032104097
"female","6","4",19,"f",0,1,1,2.23606797749979,1,4349.59,1,2300000,1,39041.52,0,230,1,2,9,NA,1,1,1,NA,0,9,1,2,1,5,0,7.5,3,7,6,0.817789832200504
"female","6","1",22,"m",0,1,1,5.65685424949238,0,5592.33,0,5e+05,0,NA,1,23000,1,1,6,NA,1,1,1,NA,0,6,1,1,0,7,1,5.25,4.16666666666667,4.83333333333333,4.33333333333333,-0.0590397975650642
"female","6","1",23,"f",0,1,0,1.4142135623731,1,3106.85,0,NA,0,8202,0,1000,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,7,0,5.25,5,7,5,0.922481176072894
"female","6","1",23,"m",0,1,1,1,0,2174.795,1,3e+06,0,5905.44,1,35000,1,1,NA,8,NA,NA,NA,2,1,8,1,1,0,6,0,4.25,5,6,4.5,0.051487530565522
"female","6","3",21,"f",0,1,1,1.4142135623731,0,NA,0,3e+05,0,2952.72,1,20000,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,5,1,3.25,2.16666666666667,5.66666666666667,5.75,0.568543316418519
"female","6","3",23,"f",0,1,1,1.73205080756888,0,3106.85,1,1500000,1,27558.72,1,25000,0,1,9,NA,1,1,1,NA,0,9,0,1,1,4,0,6,3,6.33333333333333,5.66666666666667,1.09451092232209
"female","6","3",22,"m",0,1,0,1.73205080756888,1,3106.85,0,250000,0,NA,0,NA,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,7,1,4.5,3.16666666666667,4,4.41666666666667,0.115568673664747
"female","6","4",19,"m",0,1,0,2.23606797749979,1,4038.905,0,NA,0,21325.2,0,500,1,2,9,NA,1,1,2,NA,0,9,1,2,0,6,1,4.5,3.33333333333333,4.66666666666667,4.66666666666667,-0.0861790839496367
"female","6","4",20,"m",0,1,1,4.47213595499958,1,1864.11,0,NA,1,44618.88,0,120,0,2,9,NA,1,1,2,NA,0,9,0,2,0,9,0,4.25,2.66666666666667,4.5,4.91666666666667,0.4854057589432
"female","6","4",19,"f",0,1,1,1.73205080756888,0,NA,1,2e+06,0,NA,1,10000,1,1,9,NA,2,2,2,NA,0,9,1,1,1,5,1,4,2.83333333333333,5.66666666666667,5.41666666666667,0.58533619952166
"female","6","4",23,"m",0,1,1,1,0,NA,1,4e+06,0,NA,1,10000,1,2,NA,9,1,1,1,NA,1,9,1,2,1,3,1,5.25,4,6.66666666666667,5.33333333333333,0.89321660787872
"female","6","4",20,"m",0,1,0,1.73205080756888,0,NA,1,2e+06,0,4593.12,1,30000,0,2,9,NA,1,1,1,NA,0,9,0,2,1,9,1,3.25,3,6,5.5,0.615757450703427
"female","6","4",19,"f",0,1,1,1.4142135623731,0,1864.11,1,3500000,0,3936.96,1,45000,1,2,NA,9,1,1,1,NA,1,9,1,2,1,5,0,6.25,4.83333333333333,6.16666666666667,4.66666666666667,0.7285161509397
"female","6","3",21,"m",0,1,0,2.23606797749979,0,NA,0,NA,0,29855.28,0,NA,0,1,4,NA,1,1,1,NA,0,4,0,1,1,9,1,5,3.33333333333333,4.5,4.58333333333333,1.0467899004541
"female","6","1",20,"f",0,1,0,1.4142135623731,0,NA,0,250000,0,NA,0,500,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,8,0,3.75,5.16666666666667,6.16666666666667,4.5,1.03629984819533
"female","6","4",19,"f",0,1,0,1.4142135623731,0,NA,1,3500000,0,NA,1,10000,1,1,8,NA,1,1,1,NA,0,8,1,1,0,5,1,5,2,7,6.5,0.335753980179046
"female","6","4",19,"f",0,1,0,1.73205080756888,0,NA,1,2e+06,1,11482.8,1,5000,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,9,1,6.25,6.66666666666667,7,4.16666666666667,0.269376467192121
"female","6","4",19,"f",0,1,1,1.4142135623731,0,1615.562,1,4e+06,0,2394.984,1,40000,0,1,8,NA,NA,NA,NA,1,0,8,0,1,1,3,0,3,6,5.5,3.75,0.527052588063399
"female","6","4",19,"m",0,1,1,1.73205080756888,1,3106.85,0,250000,0,NA,1,45000,0,1,NA,8,1,1,1,NA,1,8,0,1,0,9,1,1,3,5.66666666666667,5.33333333333333,0.768547127729703
"female","6","4",19,"f",0,1,0,1.4142135623731,0,NA,1,4e+06,0,NA,0,120,0,2,9,NA,1,1,1,NA,0,9,0,2,1,7,1,3.5,3,6.33333333333333,5.66666666666667,0.404031199316539
"female","6","4",19,"m",0,1,0,3.16227766016838,1,4349.59,1,4500000,1,41010,0,500,0,2,9,NA,NA,NA,NA,1,0,9,0,2,0,5,1,6.5,2,6,6,0.237276203758327
"female","6","4",23,"m",0,1,1,1,0,2844.63186,0,NA,1,27883.5192,0,345,0,1,NA,7,NA,NA,NA,1,1,7,0,1,0,6,0,3.25,4.66666666666667,5.83333333333333,4.58333333333333,0.238864662019158
"female","6","4",19,"f",0,1,0,NA,1,5592.33,1,4450000,0,NA,0,120,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,5,1,4.75,3.66666666666667,6.16666666666667,5.25,0.757327622213236
"female","6","1",19,"f",0,1,1,5.47722557505166,0,NA,1,3e+06,0,6561.6,0,150,0,1,4,NA,2,2,2,NA,0,4,0,1,1,5,1,4,4.83333333333333,4.16666666666667,3.66666666666667,-0.599192855021794
"female","6","2",20,"f",0,1,0,1.4142135623731,0,1864.11,0,240000,0,NA,0,120,1,1,NA,8,2,2,2,NA,1,8,1,1,0,1,1,3.75,2.33333333333333,6,5.83333333333333,0.309313702537487
"female","6","1",22,"m",0,1,1,1.73205080756888,0,4970.96,1,4900000,1,39369.6,0,558,1,1,9,NA,NA,NA,NA,2,0,9,1,1,1,8,1,6.75,5.33333333333333,5.66666666666667,4.16666666666667,0.420960175593937
"female","6","2",22,"f",0,1,0,0,0,NA,1,3e+06,0,NA,1,48000,0,2,8,NA,NA,NA,NA,1,0,8,0,2,1,3,1,5.75,3,6,5.5,0.85747342182797
"female","6","2",23,"f",0,1,0,2,0,NA,1,3e+06,0,29153.1888,0,5000,0,1,NA,9,NA,NA,NA,2,1,9,0,1,1,3,1,6.25,4.83333333333333,6.33333333333333,4.75,0.499569012010677
"female","6","2",22,"f",0,1,1,1,1,5095.234,1,4560000,0,NA,1,2000,0,1,NA,9,2,2,2,NA,1,9,0,1,0,4,1,4.5,3,6.33333333333333,5.66666666666667,0.512738420489725
"female","6","2",24,"m",0,1,0,2,0,1988.384,1,4475000,0,8694.12,0,500,0,2,NA,7,1,1,1,NA,1,7,0,2,0,7,1,5.5,3.5,6,5.25,0.118091128834767
"female","6","2",19,"f",0,1,1,1.73205080756888,0,NA,0,250000,0,NA,0,NA,1,1,5,NA,NA,NA,NA,1,0,5,1,1,0,1,0,3.75,3,6,5.5,0.968894251549823
"female","6","2",19,"f",0,1,1,1,0,4970.96,1,4800000,1,29199.12,1,30000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,1,5,0,5.25,5.5,6.66666666666667,4.58333333333333,-0.0376152522757388
"female","6","1",24,"m",0,1,0,1,0,NA,0,NA,0,17913.168,0,NA,0,2,9,NA,1,1,1,NA,0,9,0,2,1,9,1,2.25,2.83333333333333,6,5.58333333333333,0.505258639443663
"female","6","1",20,"m",0,1,1,1,0,NA,0,NA,0,NA,0,NA,1,1,NA,8,1,1,1,NA,1,8,1,1,1,4,0,6.75,2.66666666666667,5.5,5.41666666666667,0.954702407522595
"female","6","1",25,"m",0,1,0,1.4142135623731,0,3106.85,1,350000,0,28707,1,10000,0,2,NA,9,2,2,2,NA,1,9,0,2,1,8,0,1.5,3.16666666666667,7,5.91666666666667,0.971374062570272
"female","6","1",23,"f",0,1,1,1,1,5281.645,0,210000,0,26246.4,1,40000,0,2,4,NA,NA,NA,NA,1,0,4,0,2,0,6,1,4.75,4.83333333333333,4,3.58333333333333,0.194830968556903
"female","6","1",23,"m",0,1,0,1.4142135623731,0,NA,1,3e+06,0,29028.5184,0,500,0,2,9,NA,2,2,1,NA,0,9,0,2,1,9,1,4.25,6,6,4,0.499853948373726
"female","6","2",19,"m",0,1,1,1.73205080756888,1,1615.562,1,3200000,0,16994.544,0,30000,1,1,9,NA,1,1,1,NA,0,9,1,1,1,9,1,8,3,7,6,-0.00423880845029115
"female","6","2",19,"f",0,1,1,1.73205080756888,0,1864.11,0,245000,1,26246.4,0,156,1,2,NA,6,1,1,1,NA,1,6,1,2,0,5,1,1,2.66666666666667,5.83333333333333,5.58333333333333,0.999319358383402
"female","6","4",20,"m",0,1,0,1.4142135623731,1,5592.33,0,NA,0,2788.68,1,25000,1,1,7,NA,NA,NA,NA,1,0,7,1,1,0,8,1,2.25,3.83333333333333,6,5.08333333333333,0.606244233884284
"female","6","4",25,"f",0,1,0,0,0,NA,0,NA,0,NA,0,NA,1,NA,NA,8,NA,NA,NA,1,1,8,1,NA,1,5,0,3.25,4.33333333333333,6.2,4.81818181818182,0.393875345633736
"female","6","4",21,"m",0,1,1,1.4142135623731,1,3417.535,0,1e+06,0,3359.5392,0,500,1,1,NA,8,1,1,1,NA,1,8,1,1,0,6,0,1.25,5.66666666666667,7,4.66666666666667,0.400192110300614
"female","6","4",23,"f",0,1,1,1,1,5446.30805,0,NA,1,35760.72,1,48000,0,2,9,NA,1,1,1,NA,0,9,0,2,1,8,1,5.5,5.66666666666667,6,4.16666666666667,0.120903879052015
"","","",32,"f",1,1,1,1,0,NA,0,1e+06,0,26246.4,0,NA,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,3,0,7,6.33333333333333,6.83333333333333,4.25,0.391715504055718
"","","",26,"f",1,1,0,1.4142135623731,1,3106.85,0,NA,1,29199.12,0,110,0,1,9,NA,NA,NA,NA,1,0,9,0,1,1,4,1,7,4.33333333333333,4.5,4.08333333333333,1.00715225975815
"","","",28,"m",1,1,0,1,0,2485.48,0,2e+06,1,27883.5192,0,20000,1,2,NA,9,1,1,1,NA,1,9,1,2,0,3,1,7.25,6.83333333333333,6.16666666666667,3.66666666666667,0.262484361610085
"","","",32,"f",1,1,1,2,0,4660.275,0,2e+06,1,32322.4416,1,36000,0,2,NA,6,1,1,1,NA,1,6,0,2,1,9,1,4,2.33333333333333,6.5,6.08333333333333,0.647498965079216
"","","",22,"f",1,1,1,2.44948974278318,1,5530.193,1,4500000,0,9842.4,0,180,1,2,9,NA,NA,NA,NA,1,0,9,1,2,1,6,0,7.5,5.33333333333333,5.83333333333333,4.25,0.5817441680848
"","","",22,"f",1,1,1,1.4142135623731,0,NA,1,1e+06,0,NA,0,5000,1,2,9,NA,2,2,2,NA,0,9,1,2,1,7,0,7,3.33333333333333,6.33333333333333,5.5,0.723700180559842
"","","",24,"f",1,1,1,1,1,3106.85,1,4500000,0,27886.8,0,10000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,0,5,1,3.25,5,3.83333333333333,3.41666666666667,0.269947957042609
"","","",37,"f",1,1,0,0,0,NA,1,4e+06,0,NA,1,49000,0,2,NA,7,NA,NA,NA,1,1,7,0,2,0,7,0,8,5.83333333333333,6.33333333333333,4.25,0.458252806024667
"","","",27,"f",1,1,0,1,0,1512.41458,1,4800567,1,26246.4,0,NA,1,2,NA,5,1,1,1,NA,1,5,1,2,0,9,0,2.75,3,5.16666666666667,5.08333333333333,0.541103783376478
"","","",23,"f",1,1,0,1.73205080756888,0,1988.384,0,2500000,0,29028.5184,0,2000,0,2,9,NA,1,1,2,NA,0,9,0,2,1,5,0,3.5,7,6.83333333333333,3.91666666666667,0.619908603302863
"","","",25,"f",1,1,0,0,1,4349.59,0,250000,0,16404,0,110,0,1,NA,9,1,1,1,NA,1,9,0,1,0,4,0,6,5,6.66666666666667,4.83333333333333,0.92718652534608
"","","",29,"f",1,1,0,3,0,NA,0,NA,0,29172.8736,0,600,0,2,NA,9,NA,NA,NA,1,1,9,0,2,1,9,0,6.5,5.33333333333333,6.5,4.58333333333333,0.447672735751499
"","","",33,"f",1,1,0,3.46410161513775,0,3541.809,1,857000,0,28871.04,0,NA,1,2,9,NA,1,1,1,NA,0,9,1,2,0,4,1,2.75,5.33333333333333,6,4.33333333333333,0.0376400841912235
"","","",25,"m",1,1,1,1.4142135623731,0,NA,1,4950000,1,28930.0944,0,101,1,2,8,NA,1,1,1,NA,0,8,1,2,0,9,0,1.25,5.66666666666667,4,3.16666666666667,0.353990111775627
"","","",21,"f",1,1,0,3.87298334620742,0,NA,1,4900000,0,NA,0,120,1,2,NA,5,1,1,1,NA,1,5,1,2,1,5,0,6,5.5,5.83333333333333,4.16666666666667,0.457046309221121
"","","",22,"f",1,1,0,1.4142135623731,0,NA,0,5e+05,0,26902.56,1,10000,1,2,8,NA,NA,NA,NA,1,0,8,1,2,1,6,1,5,4.5,6.33333333333333,4.91666666666667,0.677688361709515
"","","",24,"f",1,1,1,2,0,2361.206,0,NA,1,29028.5184,0,NA,1,1,NA,6,NA,NA,NA,2,1,6,1,1,1,7,1,4.25,3.83333333333333,4.83333333333333,4.5,0.679473464078835
"","","",23,"f",1,1,0,3.16227766016838,0,NA,1,3e+06,0,NA,1,10000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,7,0,3,2.83333333333333,6.66666666666667,5.91666666666667,0.886035683735884
"","","",22,"f",1,1,0,0,0,NA,0,NA,0,NA,0,450,1,2,9,NA,NA,NA,NA,1,0,9,1,2,1,3,0,1.25,4.16666666666667,4.6,4.18181818181818,0.726887515097917
"","","",26,"f",1,1,0,1,0,NA,1,3e+06,1,26246.4,0,NA,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,9,1,6.75,7,5.33333333333333,3.16666666666667,0.756623120804139
"","","",22,"m",1,1,0,1,1,2174.795,1,4e+06,1,29120.3808,1,25000,1,2,9,NA,1,1,1,NA,0,9,1,2,0,6,0,5,7,6.66666666666667,3.83333333333333,0.297411977819886
"","","",23,"f",1,1,1,1.73205080756888,0,NA,0,NA,0,16404,1,20000,0,2,NA,9,2,2,2,NA,1,9,0,2,0,9,1,1,3.16666666666667,6,5.41666666666667,0.93592988695823
"","","",27,"m",1,1,0,1,0,4970.96,0,1e+06,1,29199.12,1,30000,1,1,9,NA,1,1,1,NA,0,9,1,1,1,9,0,3.5,5.5,6.5,4.5,-0.784050570099323
"","","",17,"m",1,1,0,0,1,2485.48,1,4999999,1,28214.88,0,15000,0,1,9,NA,1,1,1,NA,0,9,0,1,0,4,0,1,6.66666666666667,5,3.16666666666667,-1.05388771186119
"","","",22,"m",1,1,1,6,0,NA,1,4112000,0,NA,0,178,0,2,NA,7,1,1,1,NA,1,7,0,2,0,4,0,3.5,4.5,5,4.25,0.254726076884865
"","","",21,"f",1,1,1,1,0,NA,0,NA,0,NA,0,NA,1,NA,9,NA,NA,NA,NA,1,0,9,1,NA,0,6,1,4.75,4.83333333333333,6,4.58333333333333,0.140736353598562
"","","",26,"f",1,1,1,1.4142135623731,1,3106.85,0,2e+06,1,28355.9544,0,1000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,5,0,6.25,7,7,4,-0.0044738107918233
"","","",23,"f",1,1,1,1.73205080756888,0,2932.8664,1,3e+06,0,29028.5184,0,123,0,2,1,NA,NA,NA,NA,1,0,1,0,2,1,8,0,2.25,3.5,6.33333333333333,5.41666666666667,1.06854471048915
"","","",20,"m",1,1,0,1.4142135623731,1,1864.11,1,3560000,0,8398.848,1,35660,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,1,0,4.25,6.16666666666667,5.33333333333333,3.58333333333333,-0.588511957374629
"","","",18,"f",1,1,1,2.64575131106459,0,NA,1,3e+05,1,14763.6,1,10000,1,1,9,NA,1,1,1,NA,0,9,1,1,0,8,1,2,6.5,6,3.75,0.210899594511814
"","","",24,"f",1,1,1,1.73205080756888,0,3728.22,0,1e+06,1,29028.5184,1,20000,0,2,9,NA,1,1,1,NA,0,9,0,2,0,6,1,5.25,5.5,6,4.25,0.131649071556007
"","","",21,"f",1,1,0,1,0,NA,0,NA,0,29028.5184,0,NA,0,2,8,NA,1,1,1,NA,0,8,0,2,0,4,1,6.25,5.83333333333333,6.16666666666667,4.16666666666667,0.818880941198916
"","","",18,"f",1,1,0,1.4142135623731,0,1553.425,1,3e+06,1,26246.4,1,2500,0,1,NA,5,NA,NA,NA,1,1,5,0,1,1,5,0,5,3.33333333333333,6.83333333333333,5.75,0.128085297263771
"","","",28,"m",1,1,0,NA,1,3754.93891,0,865234,1,29028.5184,1,23742,0,2,1,NA,1,1,1,NA,0,1,0,2,0,1,1,9,7,7,4,0.652705670595151
"","","",21,"m",1,1,0,NA,0,NA,1,4e+06,1,26246.4,0,NA,1,2,9,NA,1,1,1,NA,0,9,1,2,0,NA,0,5.5,7,7,4,-0.149515994361002
"","","",18,"m",1,1,1,1.4142135623731,0,3355.398,0,7e+05,1,29028.5184,1,27000,0,1,NA,8,1,1,2,NA,1,8,0,1,0,5,1,5.25,5.83333333333333,3.83333333333333,3,-0.786839487793451
"","","",33,"f",1,1,1,2.23606797749979,1,5592.33,0,350000,0,26246.4,1,38000,0,2,1,NA,1,1,1,NA,0,1,0,2,1,3,1,1.75,2.33333333333333,6,5.83333333333333,1.02632718506514
"","","",22,"f",1,1,0,1,0,2485.48,0,NA,1,29035.08,0,3000,0,NA,7,NA,1,1,1,NA,0,7,0,NA,0,NA,0,5.33333333333333,3.33333333333333,6.83333333333333,5.75,1.21339571408778
"","","",36,"f",1,1,0,5,0,3728.22,0,NA,0,29028.5184,1,45000,1,1,9,NA,1,1,1,NA,0,9,1,1,0,5,1,8.75,3,5.66666666666667,5.33333333333333,1.12764906682292
"","","",23,"f",1,1,1,3.16227766016838,1,5592.33,0,9e+05,1,29031.7992,0,500,1,2,5,NA,1,1,1,NA,0,5,1,2,0,9,0,5,3.5,5.16666666666667,4.83333333333333,-0.226428817741012
"","","",26,"f",1,1,1,1.4142135623731,0,NA,1,1500000,0,NA,0,350,0,2,NA,7,NA,NA,NA,1,1,7,0,2,0,3,0,4.25,4.16666666666667,6.66666666666667,5.25,-0.331568203822553
"","","",33,"f",1,1,0,0,0,2174.795,0,4e+06,1,26246.4,1,2000,0,2,3,NA,NA,NA,NA,1,0,3,0,2,1,5,1,7.25,3.66666666666667,6.33333333333333,5.33333333333333,0.52190858938384
"","","",34,"f",1,1,1,1.73205080756888,0,3106.85,1,2500000,1,29035.08,1,40000,0,2,NA,9,NA,NA,NA,2,1,9,0,2,0,5,1,6.5,3.33333333333333,5.83333333333333,5.25,1.05784542085866
"","","",20,"f",1,1,1,10.9544511501033,0,NA,1,2e+06,0,24606,0,1000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,8,0,6.75,5.5,7,4.54545454545455,0.552262874902506
"","","",21,"f",1,1,1,2.64575131106459,0,NA,1,3e+06,1,29527.2,1,25000,0,2,NA,9,NA,NA,NA,1,1,9,0,2,0,7,1,3,5.5,4.16666666666667,3.33333333333333,0.517476045057164
"","","",26,"f",1,1,1,1.4142135623731,0,NA,0,8e+05,0,NA,1,25000,1,1,9,NA,1,1,1,NA,0,9,1,1,0,5,1,6,3.83333333333333,6.66666666666667,5.41666666666667,0.857979901838163
"","","",23,"f",1,1,0,NA,0,3728.22,0,NA,1,28214.88,0,1000,0,2,NA,7,1,1,1,NA,1,7,0,2,1,5,1,3.5,6.5,6.16666666666667,3.83333333333333,1.29842908008137
"","","",22,"m",1,1,1,7.07106781186548,1,2796.165,0,2500000,0,29028.5184,0,6000,0,2,NA,9,2,2,2,NA,1,9,0,2,1,5,0,1,4.5,5.66666666666667,4.58333333333333,0.619378306123196
"","","",23,"f",1,1,0,1,1,2485.48,1,1500000,1,29153.1888,0,20000,0,2,NA,9,1,1,2,NA,1,9,0,2,1,3,1,6.25,5.33333333333333,6.66666666666667,4.66666666666667,1.05526286835235
"","","",28,"m",1,1,0,NA,0,NA,0,NA,0,NA,0,NA,1,1,NA,5,1,1,1,NA,1,5,1,1,0,5,1,NA,7,7,4,0.360027968850781
"","","",22,"f",1,1,0,1.73205080756888,0,NA,1,3500000,1,29796.2256,0,400,0,2,9,NA,1,1,1,NA,0,9,0,2,0,5,0,5.25,3.83333333333333,5.66666666666667,4.91666666666667,0.952986149209553
"","","",34,"m",1,1,1,5.47722557505166,0,5903.015,0,1e+06,1,29028.5184,0,5000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,9,0,6.25,4.16666666666667,6.5,5.16666666666667,1.20234460060419
"","","",36,"m",1,1,0,0,0,NA,0,NA,1,28871.04,1,34000,0,1,8,NA,1,1,1,NA,0,8,0,1,0,5,0,1,6,6,4,0.366259324672442
"","","",21,"f",1,1,0,1.4142135623731,1,3106.85,1,3500000,1,29028.5184,0,5000,1,1,NA,9,NA,NA,NA,1,1,9,1,1,0,5,1,4.5,5.16666666666667,5.5,4.16666666666667,0.326725832883165
"","","",23,"f",1,1,0,2.44948974278318,0,NA,1,8e+05,0,NA,1,20000,0,2,NA,7,NA,NA,NA,1,1,7,0,2,1,5,1,5.75,3.83333333333333,6.66666666666667,5.41666666666667,1.1363948632522
"","","",23,"f",1,1,1,1,0,1553.425,1,3e+06,0,NA,0,20000,1,2,NA,9,1,1,2,NA,1,9,1,2,0,5,0,2.75,3.83333333333333,6.66666666666667,5.41666666666667,0.261216718821478
"","","",23,"f",1,1,0,1.73205080756888,0,3106.85,1,2e+06,0,19684.8,0,1000,1,1,7,NA,NA,NA,NA,1,0,7,1,1,1,8,0,3.5,2.5,6.66666666666667,6.08333333333333,0.79503086579322
"","","",23,"m",1,1,0,1,0,4188.65517,1,3900000,1,29031.7992,1,15000,0,2,NA,8,1,1,1,NA,1,8,0,2,1,9,0,5.5,5.33333333333333,7,4.83333333333333,0.614811630194285
"","","",20,"f",1,1,0,1.73205080756888,0,NA,0,NA,0,5905.44,1,10000,1,2,8,NA,2,2,2,NA,0,8,1,2,1,8,1,5.25,7,7,4,0.490008559844788
"","","",31,"f",1,1,0,1.73205080756888,0,1553.425,1,4444000,1,12795.12,0,115,0,2,9,NA,1,1,1,NA,0,9,0,2,1,2,1,5.5,6.33333333333333,7,4.33333333333333,0.902496668208955
"","","",20,"f",1,1,1,2.23606797749979,1,2485.48,0,250000,1,26246.4,0,3000,1,2,9,NA,NA,NA,NA,1,0,9,1,2,0,3,1,3.25,4.83333333333333,5.83333333333333,4.5,0.278487190879915
"","","",49,"f",1,1,0,1,0,1553.425,0,NA,1,29028.5184,0,268,1,2,8,NA,NA,NA,NA,1,0,8,1,2,0,5,0,4.25,4.5,5.83333333333333,4.66666666666667,1.13837567638361
"","","",20,"m",1,1,1,1,0,1864.11,1,4500000,1,28871.04,0,150,1,2,3,NA,1,1,1,NA,0,3,1,2,0,4,1,3.75,5.33333333333333,4,3.33333333333333,-0.0355428892799718
"","","",43,"f",1,1,1,1,0,NA,0,NA,0,NA,1,47000,0,1,NA,9,1,1,1,NA,1,9,0,1,1,8,0,7.75,6,6.33333333333333,4.16666666666667,0.326232773376777
"","","",35,"m",1,1,0,1,0,2796.165,1,3e+06,1,29028.5184,1,5000,1,1,NA,2,NA,NA,NA,1,1,2,1,1,1,4,1,1.5,6.33333333333333,5.5,3.58333333333333,0.236793066082531
"","","",27,"m",1,1,1,2.64575131106459,0,2485.48,0,7e+05,1,26377.632,1,35000,1,2,NA,9,NA,NA,NA,1,1,9,1,2,0,7,0,4.25,4.5,6.5,5,0.805369571957376
"","","",66,"m",1,1,0,0,0,1926.247,1,2e+06,1,26246.4,1,20000,1,1,1,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,1,6.16666666666667,7,4.41666666666667,0.0966432162021655
"","","",33,"f",1,1,0,1,1,2485.48,0,NA,0,26246.4,1,10000,0,1,9,NA,NA,NA,NA,2,0,9,0,1,1,5,1,2.25,3.33333333333333,4.5,4.58333333333333,0.752477992862422
"","","",27,"f",1,1,0,2,1,4038.905,1,2e+06,0,28871.04,1,36000,0,2,9,NA,NA,NA,NA,1,0,9,0,2,1,4,1,3.5,2.66666666666667,6.16666666666667,5.75,0.282786357600312
"","","",37,"f",1,1,1,1,0,NA,1,4e+06,0,26246.4,0,3000,0,1,NA,6,1,1,1,NA,1,6,0,1,0,9,0,1.75,7,6.5,3.75,0.972911152867847
"","","",38,"f",1,1,1,4.69041575982343,1,5281.645,1,4800000,0,26246.4,0,2000,0,2,9,NA,1,1,1,NA,0,9,0,2,1,2,1,6.5,3,6.5,5.75,0.617644064988095
"","","",28,"m",1,1,1,14.6969384566991,1,5281.645,1,3500000,0,40875.4872,0,30000,1,1,9,NA,NA,NA,NA,1,0,9,1,1,1,9,1,5.5,2,5.33333333333333,5.66666666666667,-0.289303352476003
"","","",27,"f",1,1,0,2.23606797749979,1,4970.96,1,4e+06,0,29527.2,1,30000,0,2,NA,9,NA,NA,NA,1,1,9,0,2,0,9,1,5.75,2.33333333333333,7,6.33333333333333,0.462441201599941
"","","",26,"f",1,1,0,1.73205080756888,0,NA,0,240000,0,NA,0,110,1,2,7,NA,1,1,2,NA,0,7,1,2,1,6,1,4.5,4,6.16666666666667,5.08333333333333,0.203107038510908
