"P","SOA","freq","primetype","prime","target","RT"
319,"SOA80","M","PDISS","ralevant","RELEVANT",688
322,"SOA80","M","PDISS","ralevant","RELEVANT",928
328,"SOA80","M","PDISS","ralevant","RELEVANT",484
331,"SOA80","M","PDISS","ralevant","RELEVANT",779
334,"SOA80","M","PDISS","ralevant","RELEVANT",944
337,"SOA80","M","PDISS","ralevant","RELEVANT",514
346,"SOA80","M","PDISS","ralevant","RELEVANT",471
355,"SOA80","M","PDISS","ralevant","RELEVANT",677
321,"SOA80","M","PSIM","relevent","RELEVANT",1275
323,"SOA80","M","PSIM","relevent","RELEVANT",866
327,"SOA80","M","PSIM","relevent","RELEVANT",820
329,"SOA80","M","PSIM","relevent","RELEVANT",820
333,"SOA80","M","PSIM","relevent","RELEVANT",839
335,"SOA80","M","PSIM","relevent","RELEVANT",460
339,"SOA80","M","PSIM","relevent","RELEVANT",626
345,"SOA80","M","PSIM","relevent","RELEVANT",708
347,"SOA80","M","PSIM","relevent","RELEVANT",1026
357,"SOA80","M","PSIM","relevent","RELEVANT",513
320,"SOA80","M","UN","steadily","RELEVANT",1213
324,"SOA80","M","UN","steadily","RELEVANT",498
326,"SOA80","M","UN","steadily","RELEVANT",983
330,"SOA80","M","UN","steadily","RELEVANT",1011
332,"SOA80","M","UN","steadily","RELEVANT",667
336,"SOA80","M","UN","steadily","RELEVANT",617
344,"SOA80","M","UN","steadily","RELEVANT",752
348,"SOA80","M","UN","steadily","RELEVANT",640
350,"SOA80","M","UN","steadily","RELEVANT",427
354,"SOA80","M","UN","steadily","RELEVANT",1143
503,"SOA47","L","PDISS","theumatic","RHEUMATIC",724
509,"SOA47","L","PDISS","theumatic","RHEUMATIC",741
512,"SOA47","L","PDISS","theumatic","RHEUMATIC",613
515,"SOA47","L","PDISS","theumatic","RHEUMATIC",869
521,"SOA47","L","PDISS","theumatic","RHEUMATIC",710
524,"SOA47","L","PDISS","theumatic","RHEUMATIC",543
527,"SOA47","L","PDISS","theumatic","RHEUMATIC",730
536,"SOA47","L","PDISS","theumatic","RHEUMATIC",662
504,"SOA47","L","PSIM","rhuematic","RHEUMATIC",1529
508,"SOA47","L","PSIM","rhuematic","RHEUMATIC",514
510,"SOA47","L","PSIM","rhuematic","RHEUMATIC",691
514,"SOA47","L","PSIM","rhuematic","RHEUMATIC",1174
516,"SOA47","L","PSIM","rhuematic","RHEUMATIC",770
520,"SOA47","L","PSIM","rhuematic","RHEUMATIC",529
528,"SOA47","L","PSIM","rhuematic","RHEUMATIC",800
501,"SOA47","L","UN","bilateral","RHEUMATIC",795
507,"SOA47","L","UN","bilateral","RHEUMATIC",557
511,"SOA47","L","UN","bilateral","RHEUMATIC",694
513,"SOA47","L","UN","bilateral","RHEUMATIC",684
517,"SOA47","L","UN","bilateral","RHEUMATIC",960
519,"SOA47","L","UN","bilateral","RHEUMATIC",507
523,"SOA47","L","UN","bilateral","RHEUMATIC",846
525,"SOA47","L","UN","bilateral","RHEUMATIC",602
535,"SOA47","L","UN","bilateral","RHEUMATIC",668
541,"SOA47","L","UN","bilateral","RHEUMATIC",708
324,"SOA80","L","PDISS","theumatic","RHEUMATIC",448
327,"SOA80","L","PDISS","theumatic","RHEUMATIC",959
330,"SOA80","L","PDISS","theumatic","RHEUMATIC",663
333,"SOA80","L","PDISS","theumatic","RHEUMATIC",726
336,"SOA80","L","PDISS","theumatic","RHEUMATIC",701
348,"SOA80","L","PDISS","theumatic","RHEUMATIC",539
354,"SOA80","L","PDISS","theumatic","RHEUMATIC",1211
357,"SOA80","L","PDISS","theumatic","RHEUMATIC",785
320,"SOA80","L","PSIM","rhuematic","RHEUMATIC",978
326,"SOA80","L","PSIM","rhuematic","RHEUMATIC",803
328,"SOA80","L","PSIM","rhuematic","RHEUMATIC",710
332,"SOA80","L","PSIM","rhuematic","RHEUMATIC",513
334,"SOA80","L","PSIM","rhuematic","RHEUMATIC",912
338,"SOA80","L","PSIM","rhuematic","RHEUMATIC",782
344,"SOA80","L","PSIM","rhuematic","RHEUMATIC",1018
346,"SOA80","L","PSIM","rhuematic","RHEUMATIC",376
350,"SOA80","L","PSIM","rhuematic","RHEUMATIC",566
325,"SOA80","L","UN","bilateral","RHEUMATIC",732
329,"SOA80","L","UN","bilateral","RHEUMATIC",924
331,"SOA80","L","UN","bilateral","RHEUMATIC",737
335,"SOA80","L","UN","bilateral","RHEUMATIC",943
339,"SOA80","L","UN","bilateral","RHEUMATIC",798
355,"SOA80","L","UN","bilateral","RHEUMATIC",547
503,"SOA47","L","PDISS","ridgadity","RIGIDITY",537
506,"SOA47","L","PDISS","ridgadity","RIGIDITY",758
509,"SOA47","L","PDISS","ridgadity","RIGIDITY",492
512,"SOA47","L","PDISS","ridgadity","RIGIDITY",571
515,"SOA47","L","PDISS","ridgadity","RIGIDITY",521
521,"SOA47","L","PDISS","ridgadity","RIGIDITY",629
524,"SOA47","L","PDISS","ridgadity","RIGIDITY",680
527,"SOA47","L","PDISS","ridgadity","RIGIDITY",656
530,"SOA47","L","PDISS","ridgadity","RIGIDITY",727
502,"SOA47","L","PSIM","ridgidity","RIGIDITY",583
504,"SOA47","L","PSIM","ridgidity","RIGIDITY",561
508,"SOA47","L","PSIM","ridgidity","RIGIDITY",698
510,"SOA47","L","PSIM","ridgidity","RIGIDITY",838
514,"SOA47","L","PSIM","ridgidity","RIGIDITY",583
516,"SOA47","L","PSIM","ridgidity","RIGIDITY",596
520,"SOA47","L","PSIM","ridgidity","RIGIDITY",509
522,"SOA47","L","PSIM","ridgidity","RIGIDITY",619
526,"SOA47","L","PSIM","ridgidity","RIGIDITY",534
528,"SOA47","L","PSIM","ridgidity","RIGIDITY",778
501,"SOA47","L","UN","activism","RIGIDITY",993
507,"SOA47","L","UN","activism","RIGIDITY",751
511,"SOA47","L","UN","activism","RIGIDITY",634
513,"SOA47","L","UN","activism","RIGIDITY",959
517,"SOA47","L","UN","activism","RIGIDITY",683
519,"SOA47","L","UN","activism","RIGIDITY",548
525,"SOA47","L","UN","activism","RIGIDITY",653
535,"SOA47","L","UN","activism","RIGIDITY",804
541,"SOA47","L","UN","activism","RIGIDITY",589
324,"SOA80","L","PDISS","ridgadity","RIGIDITY",557
327,"SOA80","L","PDISS","ridgadity","RIGIDITY",538
330,"SOA80","L","PDISS","ridgadity","RIGIDITY",938
333,"SOA80","L","PDISS","ridgadity","RIGIDITY",706
336,"SOA80","L","PDISS","ridgadity","RIGIDITY",742
345,"SOA80","L","PDISS","ridgadity","RIGIDITY",770
348,"SOA80","L","PDISS","ridgadity","RIGIDITY",778
357,"SOA80","L","PDISS","ridgadity","RIGIDITY",479
320,"SOA80","L","PSIM","ridgidity","RIGIDITY",804
328,"SOA80","L","PSIM","ridgidity","RIGIDITY",551
332,"SOA80","L","PSIM","ridgidity","RIGIDITY",646
334,"SOA80","L","PSIM","ridgidity","RIGIDITY",592
338,"SOA80","L","PSIM","ridgidity","RIGIDITY",382
344,"SOA80","L","PSIM","ridgidity","RIGIDITY",1159
346,"SOA80","L","PSIM","ridgidity","RIGIDITY",403
350,"SOA80","L","PSIM","ridgidity","RIGIDITY",546
319,"SOA80","L","UN","activism","RIGIDITY",1031
325,"SOA80","L","UN","activism","RIGIDITY",1176
329,"SOA80","L","UN","activism","RIGIDITY",969
331,"SOA80","L","UN","activism","RIGIDITY",617
335,"SOA80","L","UN","activism","RIGIDITY",744
339,"SOA80","L","UN","activism","RIGIDITY",756
347,"SOA80","L","UN","activism","RIGIDITY",742
355,"SOA80","L","UN","activism","RIGIDITY",524
502,"SOA47","M","PDISS","scarnely","SCARCELY",688
508,"SOA47","M","PDISS","scarnely","SCARCELY",663
511,"SOA47","M","PDISS","scarnely","SCARCELY",783
514,"SOA47","M","PDISS","scarnely","SCARCELY",499
517,"SOA47","M","PDISS","scarnely","SCARCELY",1259
520,"SOA47","M","PDISS","scarnely","SCARCELY",456
523,"SOA47","M","PDISS","scarnely","SCARCELY",800
535,"SOA47","M","PDISS","scarnely","SCARCELY",612
541,"SOA47","M","PDISS","scarnely","SCARCELY",908
501,"SOA47","M","PSIM","scarsely","SCARCELY",752
506,"SOA47","M","PSIM","scarsely","SCARCELY",729
507,"SOA47","M","PSIM","scarsely","SCARCELY",518
512,"SOA47","M","PSIM","scarsely","SCARCELY",845
513,"SOA47","M","PSIM","scarsely","SCARCELY",938
519,"SOA47","M","PSIM","scarsely","SCARCELY",669
524,"SOA47","M","PSIM","scarsely","SCARCELY",536
525,"SOA47","M","PSIM","scarsely","SCARCELY",837
530,"SOA47","M","PSIM","scarsely","SCARCELY",547
536,"SOA47","M","PSIM","scarsely","SCARCELY",718
503,"SOA47","M","UN","workshop","SCARCELY",634
504,"SOA47","M","UN","workshop","SCARCELY",1278
509,"SOA47","M","UN","workshop","SCARCELY",1148
510,"SOA47","M","UN","workshop","SCARCELY",957
521,"SOA47","M","UN","workshop","SCARCELY",661
527,"SOA47","M","UN","workshop","SCARCELY",1741
320,"SOA80","M","PDISS","scarnely","SCARCELY",820
332,"SOA80","M","PDISS","scarnely","SCARCELY",682
335,"SOA80","M","PDISS","scarnely","SCARCELY",474
339,"SOA80","M","PDISS","scarnely","SCARCELY",545
344,"SOA80","M","PDISS","scarnely","SCARCELY",977
347,"SOA80","M","PDISS","scarnely","SCARCELY",884
350,"SOA80","M","PDISS","scarnely","SCARCELY",506
319,"SOA80","M","PSIM","scarsely","SCARCELY",1022
324,"SOA80","M","PSIM","scarsely","SCARCELY",654
325,"SOA80","M","PSIM","scarsely","SCARCELY",1128
330,"SOA80","M","PSIM","scarsely","SCARCELY",1030
331,"SOA80","M","PSIM","scarsely","SCARCELY",798
336,"SOA80","M","PSIM","scarsely","SCARCELY",541
337,"SOA80","M","PSIM","scarsely","SCARCELY",1014
348,"SOA80","M","PSIM","scarsely","SCARCELY",486
354,"SOA80","M","PSIM","scarsely","SCARCELY",962
355,"SOA80","M","PSIM","scarsely","SCARCELY",573
321,"SOA80","M","UN","workshop","SCARCELY",1690
327,"SOA80","M","UN","workshop","SCARCELY",617
328,"SOA80","M","UN","workshop","SCARCELY",510
334,"SOA80","M","UN","workshop","SCARCELY",990
338,"SOA80","M","UN","workshop","SCARCELY",671
345,"SOA80","M","UN","workshop","SCARCELY",773
346,"SOA80","M","UN","workshop","SCARCELY",510
357,"SOA80","M","UN","workshop","SCARCELY",532
502,"SOA47","L","PDISS","scovenger","SCAVENGER",744
508,"SOA47","L","PDISS","scovenger","SCAVENGER",494
511,"SOA47","L","PDISS","scovenger","SCAVENGER",537
514,"SOA47","L","PDISS","scovenger","SCAVENGER",502
517,"SOA47","L","PDISS","scovenger","SCAVENGER",956
520,"SOA47","L","PDISS","scovenger","SCAVENGER",569
523,"SOA47","L","PDISS","scovenger","SCAVENGER",517
526,"SOA47","L","PDISS","scovenger","SCAVENGER",723
535,"SOA47","L","PDISS","scovenger","SCAVENGER",638
541,"SOA47","L","PDISS","scovenger","SCAVENGER",565
501,"SOA47","L","PSIM","scavinger","SCAVENGER",490
506,"SOA47","L","PSIM","scavinger","SCAVENGER",717
507,"SOA47","L","PSIM","scavinger","SCAVENGER",465
512,"SOA47","L","PSIM","scavinger","SCAVENGER",504
513,"SOA47","L","PSIM","scavinger","SCAVENGER",604
519,"SOA47","L","PSIM","scavinger","SCAVENGER",437
524,"SOA47","L","PSIM","scavinger","SCAVENGER",529
525,"SOA47","L","PSIM","scavinger","SCAVENGER",523
530,"SOA47","L","PSIM","scavinger","SCAVENGER",532
536,"SOA47","L","PSIM","scavinger","SCAVENGER",705
503,"SOA47","L","UN","vandalism","SCAVENGER",592
504,"SOA47","L","UN","vandalism","SCAVENGER",699
509,"SOA47","L","UN","vandalism","SCAVENGER",917
510,"SOA47","L","UN","vandalism","SCAVENGER",673
516,"SOA47","L","UN","vandalism","SCAVENGER",673
521,"SOA47","L","UN","vandalism","SCAVENGER",526
522,"SOA47","L","UN","vandalism","SCAVENGER",627
527,"SOA47","L","UN","vandalism","SCAVENGER",1699
528,"SOA47","L","UN","vandalism","SCAVENGER",1173
320,"SOA80","L","PDISS","scovenger","SCAVENGER",913
323,"SOA80","L","PDISS","scovenger","SCAVENGER",564
326,"SOA80","L","PDISS","scovenger","SCAVENGER",739
329,"SOA80","L","PDISS","scovenger","SCAVENGER",913
335,"SOA80","L","PDISS","scovenger","SCAVENGER",499
339,"SOA80","L","PDISS","scovenger","SCAVENGER",582
344,"SOA80","L","PDISS","scovenger","SCAVENGER",1621
347,"SOA80","L","PDISS","scovenger","SCAVENGER",1201
350,"SOA80","L","PDISS","scovenger","SCAVENGER",422
319,"SOA80","L","PSIM","scavinger","SCAVENGER",582
324,"SOA80","L","PSIM","scavinger","SCAVENGER",629
325,"SOA80","L","PSIM","scavinger","SCAVENGER",632
330,"SOA80","L","PSIM","scavinger","SCAVENGER",955
331,"SOA80","L","PSIM","scavinger","SCAVENGER",451
336,"SOA80","L","PSIM","scavinger","SCAVENGER",927
337,"SOA80","L","PSIM","scavinger","SCAVENGER",705
348,"SOA80","L","PSIM","scavinger","SCAVENGER",636
354,"SOA80","L","PSIM","scavinger","SCAVENGER",1035
355,"SOA80","L","PSIM","scavinger","SCAVENGER",597
321,"SOA80","L","UN","vandalism","SCAVENGER",1159
322,"SOA80","L","UN","vandalism","SCAVENGER",1320
327,"SOA80","L","UN","vandalism","SCAVENGER",933
328,"SOA80","L","UN","vandalism","SCAVENGER",594
334,"SOA80","L","UN","vandalism","SCAVENGER",655
338,"SOA80","L","UN","vandalism","SCAVENGER",1028
345,"SOA80","L","UN","vandalism","SCAVENGER",617
346,"SOA80","L","UN","vandalism","SCAVENGER",527
357,"SOA80","L","UN","vandalism","SCAVENGER",570
502,"SOA47","L","PDISS","senurio","SCENARIO",1207
508,"SOA47","L","PDISS","senurio","SCENARIO",508
511,"SOA47","L","PDISS","senurio","SCENARIO",1205
514,"SOA47","L","PDISS","senurio","SCENARIO",402
517,"SOA47","L","PDISS","senurio","SCENARIO",564
520,"SOA47","L","PDISS","senurio","SCENARIO",644
523,"SOA47","L","PDISS","senurio","SCENARIO",856
526,"SOA47","L","PDISS","senurio","SCENARIO",522
535,"SOA47","L","PDISS","senurio","SCENARIO",524
541,"SOA47","L","PDISS","senurio","SCENARIO",554
501,"SOA47","L","PSIM","senario","SCENARIO",502
507,"SOA47","L","PSIM","senario","SCENARIO",463
512,"SOA47","L","PSIM","senario","SCENARIO",503
513,"SOA47","L","PSIM","senario","SCENARIO",640
519,"SOA47","L","PSIM","senario","SCENARIO",638
524,"SOA47","L","PSIM","senario","SCENARIO",502
525,"SOA47","L","PSIM","senario","SCENARIO",683
530,"SOA47","L","PSIM","senario","SCENARIO",608
536,"SOA47","L","PSIM","senario","SCENARIO",636
503,"SOA47","L","UN","affluent","SCENARIO",583
504,"SOA47","L","UN","affluent","SCENARIO",593
509,"SOA47","L","UN","affluent","SCENARIO",818
510,"SOA47","L","UN","affluent","SCENARIO",598
515,"SOA47","L","UN","affluent","SCENARIO",504
516,"SOA47","L","UN","affluent","SCENARIO",608
521,"SOA47","L","UN","affluent","SCENARIO",583
522,"SOA47","L","UN","affluent","SCENARIO",706
527,"SOA47","L","UN","affluent","SCENARIO",645
528,"SOA47","L","UN","affluent","SCENARIO",606
320,"SOA80","L","PDISS","senurio","SCENARIO",1027
323,"SOA80","L","PDISS","senurio","SCENARIO",538
326,"SOA80","L","PDISS","senurio","SCENARIO",662
329,"SOA80","L","PDISS","senurio","SCENARIO",636
332,"SOA80","L","PDISS","senurio","SCENARIO",480
335,"SOA80","L","PDISS","senurio","SCENARIO",620
339,"SOA80","L","PDISS","senurio","SCENARIO",551
344,"SOA80","L","PDISS","senurio","SCENARIO",859
347,"SOA80","L","PDISS","senurio","SCENARIO",801
350,"SOA80","L","PDISS","senurio","SCENARIO",508
319,"SOA80","L","PSIM","senario","SCENARIO",576
324,"SOA80","L","PSIM","senario","SCENARIO",555
325,"SOA80","L","PSIM","senario","SCENARIO",619
330,"SOA80","L","PSIM","senario","SCENARIO",881
331,"SOA80","L","PSIM","senario","SCENARIO",657
336,"SOA80","L","PSIM","senario","SCENARIO",537
337,"SOA80","L","PSIM","senario","SCENARIO",995
348,"SOA80","L","PSIM","senario","SCENARIO",407
354,"SOA80","L","PSIM","senario","SCENARIO",1041
355,"SOA80","L","PSIM","senario","SCENARIO",549
321,"SOA80","L","UN","affluent","SCENARIO",984
322,"SOA80","L","UN","affluent","SCENARIO",813
327,"SOA80","L","UN","affluent","SCENARIO",505
328,"SOA80","L","UN","affluent","SCENARIO",591
333,"SOA80","L","UN","affluent","SCENARIO",617
334,"SOA80","L","UN","affluent","SCENARIO",617
338,"SOA80","L","UN","affluent","SCENARIO",694
345,"SOA80","L","UN","affluent","SCENARIO",721
346,"SOA80","L","UN","affluent","SCENARIO",622
357,"SOA80","L","UN","affluent","SCENARIO",556
502,"SOA47","M","PDISS","spocimen","SPECIMEN",498
508,"SOA47","M","PDISS","spocimen","SPECIMEN",591
511,"SOA47","M","PDISS","spocimen","SPECIMEN",588
514,"SOA47","M","PDISS","spocimen","SPECIMEN",440
517,"SOA47","M","PDISS","spocimen","SPECIMEN",631
520,"SOA47","M","PDISS","spocimen","SPECIMEN",467
523,"SOA47","M","PDISS","spocimen","SPECIMEN",560
526,"SOA47","M","PDISS","spocimen","SPECIMEN",421
535,"SOA47","M","PDISS","spocimen","SPECIMEN",456
541,"SOA47","M","PDISS","spocimen","SPECIMEN",625
501,"SOA47","M","PSIM","specemen","SPECIMEN",464
506,"SOA47","M","PSIM","specemen","SPECIMEN",587
507,"SOA47","M","PSIM","specemen","SPECIMEN",444
512,"SOA47","M","PSIM","specemen","SPECIMEN",400
513,"SOA47","M","PSIM","specemen","SPECIMEN",498
519,"SOA47","M","PSIM","specemen","SPECIMEN",496
524,"SOA47","M","PSIM","specemen","SPECIMEN",421
525,"SOA47","M","PSIM","specemen","SPECIMEN",525
530,"SOA47","M","PSIM","specemen","SPECIMEN",569
536,"SOA47","M","PSIM","specemen","SPECIMEN",767
503,"SOA47","M","UN","ambition","SPECIMEN",519
504,"SOA47","M","UN","ambition","SPECIMEN",1098
509,"SOA47","M","UN","ambition","SPECIMEN",630
510,"SOA47","M","UN","ambition","SPECIMEN",595
515,"SOA47","M","UN","ambition","SPECIMEN",529
516,"SOA47","M","UN","ambition","SPECIMEN",690
521,"SOA47","M","UN","ambition","SPECIMEN",531
527,"SOA47","M","UN","ambition","SPECIMEN",753
528,"SOA47","M","UN","ambition","SPECIMEN",559
320,"SOA80","M","PDISS","spocimen","SPECIMEN",676
323,"SOA80","M","PDISS","spocimen","SPECIMEN",613
326,"SOA80","M","PDISS","spocimen","SPECIMEN",1180
329,"SOA80","M","PDISS","spocimen","SPECIMEN",583
332,"SOA80","M","PDISS","spocimen","SPECIMEN",595
335,"SOA80","M","PDISS","spocimen","SPECIMEN",507
339,"SOA80","M","PDISS","spocimen","SPECIMEN",509
344,"SOA80","M","PDISS","spocimen","SPECIMEN",1007
347,"SOA80","M","PDISS","spocimen","SPECIMEN",486
350,"SOA80","M","PDISS","spocimen","SPECIMEN",388
319,"SOA80","M","PSIM","specemen","SPECIMEN",524
324,"SOA80","M","PSIM","specemen","SPECIMEN",402
325,"SOA80","M","PSIM","specemen","SPECIMEN",654
330,"SOA80","M","PSIM","specemen","SPECIMEN",793
331,"SOA80","M","PSIM","specemen","SPECIMEN",579
337,"SOA80","M","PSIM","specemen","SPECIMEN",719
354,"SOA80","M","PSIM","specemen","SPECIMEN",690
355,"SOA80","M","PSIM","specemen","SPECIMEN",524
321,"SOA80","M","UN","ambition","SPECIMEN",865
322,"SOA80","M","UN","ambition","SPECIMEN",729
327,"SOA80","M","UN","ambition","SPECIMEN",455
328,"SOA80","M","UN","ambition","SPECIMEN",682
333,"SOA80","M","UN","ambition","SPECIMEN",597
334,"SOA80","M","UN","ambition","SPECIMEN",625
338,"SOA80","M","UN","ambition","SPECIMEN",553
345,"SOA80","M","UN","ambition","SPECIMEN",595
346,"SOA80","M","UN","ambition","SPECIMEN",545
357,"SOA80","M","UN","ambition","SPECIMEN",517
502,"SOA47","M","PDISS","sprategy","STRATEGY",526
508,"SOA47","M","PDISS","sprategy","STRATEGY",761
511,"SOA47","M","PDISS","sprategy","STRATEGY",533
514,"SOA47","M","PDISS","sprategy","STRATEGY",512
517,"SOA47","M","PDISS","sprategy","STRATEGY",781
520,"SOA47","M","PDISS","sprategy","STRATEGY",509
523,"SOA47","M","PDISS","sprategy","STRATEGY",929
526,"SOA47","M","PDISS","sprategy","STRATEGY",601
535,"SOA47","M","PDISS","sprategy","STRATEGY",462
541,"SOA47","M","PDISS","sprategy","STRATEGY",601
501,"SOA47","M","PSIM","stratigy","STRATEGY",544
506,"SOA47","M","PSIM","stratigy","STRATEGY",637
507,"SOA47","M","PSIM","stratigy","STRATEGY",479
512,"SOA47","M","PSIM","stratigy","STRATEGY",542
513,"SOA47","M","PSIM","stratigy","STRATEGY",576
519,"SOA47","M","PSIM","stratigy","STRATEGY",391
524,"SOA47","M","PSIM","stratigy","STRATEGY",568
525,"SOA47","M","PSIM","stratigy","STRATEGY",710
530,"SOA47","M","PSIM","stratigy","STRATEGY",585
536,"SOA47","M","PSIM","stratigy","STRATEGY",571
503,"SOA47","M","UN","delivery","STRATEGY",502
504,"SOA47","M","UN","delivery","STRATEGY",853
509,"SOA47","M","UN","delivery","STRATEGY",622
510,"SOA47","M","UN","delivery","STRATEGY",595
515,"SOA47","M","UN","delivery","STRATEGY",672
516,"SOA47","M","UN","delivery","STRATEGY",743
521,"SOA47","M","UN","delivery","STRATEGY",662
522,"SOA47","M","UN","delivery","STRATEGY",599
527,"SOA47","M","UN","delivery","STRATEGY",454
528,"SOA47","M","UN","delivery","STRATEGY",997
320,"SOA80","M","PDISS","sprategy","STRATEGY",790
323,"SOA80","M","PDISS","sprategy","STRATEGY",726
326,"SOA80","M","PDISS","sprategy","STRATEGY",701
329,"SOA80","M","PDISS","sprategy","STRATEGY",639
332,"SOA80","M","PDISS","sprategy","STRATEGY",446
335,"SOA80","M","PDISS","sprategy","STRATEGY",674
339,"SOA80","M","PDISS","sprategy","STRATEGY",670
344,"SOA80","M","PDISS","sprategy","STRATEGY",1835
347,"SOA80","M","PDISS","sprategy","STRATEGY",1104
350,"SOA80","M","PDISS","sprategy","STRATEGY",464
319,"SOA80","M","PSIM","stratigy","STRATEGY",589
324,"SOA80","M","PSIM","stratigy","STRATEGY",642
325,"SOA80","M","PSIM","stratigy","STRATEGY",514
330,"SOA80","M","PSIM","stratigy","STRATEGY",645
331,"SOA80","M","PSIM","stratigy","STRATEGY",565
336,"SOA80","M","PSIM","stratigy","STRATEGY",1053
337,"SOA80","M","PSIM","stratigy","STRATEGY",521
348,"SOA80","M","PSIM","stratigy","STRATEGY",486
354,"SOA80","M","PSIM","stratigy","STRATEGY",1522
355,"SOA80","M","PSIM","stratigy","STRATEGY",665
321,"SOA80","M","UN","delivery","STRATEGY",1480
322,"SOA80","M","UN","delivery","STRATEGY",1587
327,"SOA80","M","UN","delivery","STRATEGY",522
328,"SOA80","M","UN","delivery","STRATEGY",483
333,"SOA80","M","UN","delivery","STRATEGY",510
334,"SOA80","M","UN","delivery","STRATEGY",466
338,"SOA80","M","UN","delivery","STRATEGY",460
345,"SOA80","M","UN","delivery","STRATEGY",664
346,"SOA80","M","UN","delivery","STRATEGY",486
357,"SOA80","M","UN","delivery","STRATEGY",580
502,"SOA47","L","PDISS","stretify","STRATIFY",586
514,"SOA47","L","PDISS","stretify","STRATIFY",397
517,"SOA47","L","PDISS","stretify","STRATIFY",852
520,"SOA47","L","PDISS","stretify","STRATIFY",607
523,"SOA47","L","PDISS","stretify","STRATIFY",909
526,"SOA47","L","PDISS","stretify","STRATIFY",988
535,"SOA47","L","PDISS","stretify","STRATIFY",704
501,"SOA47","L","PSIM","stratefy","STRATIFY",842
512,"SOA47","L","PSIM","stratefy","STRATIFY",611
519,"SOA47","L","PSIM","stratefy","STRATIFY",472
524,"SOA47","L","PSIM","stratefy","STRATIFY",558
525,"SOA47","L","PSIM","stratefy","STRATIFY",931
530,"SOA47","L","PSIM","stratefy","STRATIFY",459
536,"SOA47","L","PSIM","stratefy","STRATIFY",463
503,"SOA47","L","UN","prolific","STRATIFY",576
504,"SOA47","L","UN","prolific","STRATIFY",931
509,"SOA47","L","UN","prolific","STRATIFY",1383
516,"SOA47","L","UN","prolific","STRATIFY",932
522,"SOA47","L","UN","prolific","STRATIFY",1624
527,"SOA47","L","UN","prolific","STRATIFY",1437
323,"SOA80","L","PDISS","stretify","STRATIFY",859
329,"SOA80","L","PDISS","stretify","STRATIFY",669
335,"SOA80","L","PDISS","stretify","STRATIFY",465
344,"SOA80","L","PDISS","stretify","STRATIFY",1298
350,"SOA80","L","PDISS","stretify","STRATIFY",540
324,"SOA80","L","PSIM","stratefy","STRATIFY",470
330,"SOA80","L","PSIM","stratefy","STRATIFY",1536
331,"SOA80","L","PSIM","stratefy","STRATIFY",720
336,"SOA80","L","PSIM","stratefy","STRATIFY",617
337,"SOA80","L","PSIM","stratefy","STRATIFY",553
355,"SOA80","L","PSIM","stratefy","STRATIFY",572
322,"SOA80","L","UN","prolific","STRATIFY",1251
333,"SOA80","L","UN","prolific","STRATIFY",691
338,"SOA80","L","UN","prolific","STRATIFY",413
508,"SOA47","L","PDISS","sibtlty","SUBTLETY",772
511,"SOA47","L","PDISS","sibtlty","SUBTLETY",1742
520,"SOA47","L","PDISS","sibtlty","SUBTLETY",544
523,"SOA47","L","PDISS","sibtlty","SUBTLETY",626
541,"SOA47","L","PDISS","sibtlty","SUBTLETY",910
501,"SOA47","L","PSIM","subtlty","SUBTLETY",655
506,"SOA47","L","PSIM","subtlty","SUBTLETY",1899
512,"SOA47","L","PSIM","subtlty","SUBTLETY",767
513,"SOA47","L","PSIM","subtlty","SUBTLETY",1192
519,"SOA47","L","PSIM","subtlty","SUBTLETY",723
525,"SOA47","L","PSIM","subtlty","SUBTLETY",488
536,"SOA47","L","PSIM","subtlty","SUBTLETY",692
503,"SOA47","L","UN","condense","SUBTLETY",737
504,"SOA47","L","UN","condense","SUBTLETY",657
509,"SOA47","L","UN","condense","SUBTLETY",956
510,"SOA47","L","UN","condense","SUBTLETY",1416
515,"SOA47","L","UN","condense","SUBTLETY",926
516,"SOA47","L","UN","condense","SUBTLETY",834
521,"SOA47","L","UN","condense","SUBTLETY",559
522,"SOA47","L","UN","condense","SUBTLETY",696
527,"SOA47","L","UN","condense","SUBTLETY",1131
320,"SOA80","L","PDISS","sibtlty","SUBTLETY",1178
323,"SOA80","L","PDISS","sibtlty","SUBTLETY",677
326,"SOA80","L","PDISS","sibtlty","SUBTLETY",959
329,"SOA80","L","PDISS","sibtlty","SUBTLETY",1005
335,"SOA80","L","PDISS","sibtlty","SUBTLETY",800
339,"SOA80","L","PDISS","sibtlty","SUBTLETY",704
350,"SOA80","L","PDISS","sibtlty","SUBTLETY",632
324,"SOA80","L","PSIM","subtlty","SUBTLETY",859
325,"SOA80","L","PSIM","subtlty","SUBTLETY",1213
330,"SOA80","L","PSIM","subtlty","SUBTLETY",1870
337,"SOA80","L","PSIM","subtlty","SUBTLETY",719
348,"SOA80","L","PSIM","subtlty","SUBTLETY",488
355,"SOA80","L","PSIM","subtlty","SUBTLETY",822
321,"SOA80","L","UN","condense","SUBTLETY",1822
322,"SOA80","L","UN","condense","SUBTLETY",1027
334,"SOA80","L","UN","condense","SUBTLETY",902
345,"SOA80","L","UN","condense","SUBTLETY",1348
346,"SOA80","L","UN","condense","SUBTLETY",735
357,"SOA80","L","UN","condense","SUBTLETY",734
508,"SOA47","L","PDISS","succunct","SUCCINCT",647
